order_no,mem_no,order_date,store_cd
2006985,1003880,2020-10-19,2007
2006986,1003881,2020-10-19,2007
2006987,1003882,2020-10-19,2007
2006988,1003883,2020-10-19,2007
2006989,1003884,2020-10-19,2013
2006990,1003885,2020-10-19,2011
2006991,1003886,2020-10-19,2013
2006992,1003887,2020-10-19,2013
2006993,1003888,2020-10-19,2013
2006994,1003889,2020-10-19,2013
2006995,1003890,2020-10-19,2013
2006996,1003891,2020-10-19,2011
2006997,1003892,2020-10-19,2011
2006998,1003893,2020-10-19,2011
2006999,1003894,2020-10-19,2004
2007000,1003895,2020-10-19,2008
2007001,1003896,2020-10-19,2013
2007002,1003897,2020-10-19,2004
2007003,1003898,2020-10-19,2013
2007004,1003899,2020-10-19,2004
2007005,1003900,2020-10-19,2003
2007006,1003901,2020-10-19,2001
2007007,1003902,2020-10-19,2013
2007008,1003903,2020-10-19,2003
2007009,1003904,2020-10-19,2003
2007010,1003905,2020-10-19,2013
2007011,1003906,2020-10-19,2003
2007012,1003907,2020-10-19,2003
2007013,1003908,2020-10-19,2001
2007014,1003909,2020-10-19,2014
2007015,1003910,2020-10-19,2011
2007016,1003911,2020-10-16,2011
2007017,1003912,2020-10-16,2008
2007018,1003913,2020-10-16,2008
2007019,1003914,2020-10-16,2008
2007020,1003915,2020-10-16,2011
2007021,1003916,2020-10-16,2011
2007022,1003917,2020-10-16,2011
2007023,1003918,2020-10-16,2006
2007024,1003919,2020-10-15,2013
2007025,1003920,2020-10-15,2008
2007026,1003921,2020-10-15,2003
2007027,1003922,2020-10-15,2003
2007028,1003923,2020-10-15,2014
2007029,1003924,2020-10-15,2014
2007030,1003925,2020-10-15,2014
2007031,1003926,2020-10-15,2014
2007032,1003927,2020-10-15,2014
2007033,1003928,2020-10-15,2014
2007034,1003929,2020-10-15,2011
2007035,1003930,2020-10-15,2014
2007036,1003931,2020-10-15,2014
2007037,1003932,2020-10-15,2014
2007038,1003933,2020-10-15,2014
2007039,1003934,2020-10-15,2015
2007040,1003935,2020-10-15,2014
2007041,1003936,2020-10-15,2014
2007042,1003937,2020-10-15,2009
2007043,1003938,2020-10-15,2009
2007044,1003939,2020-10-15,2006
2007045,1003940,2020-10-15,2011
2007046,1003941,2020-10-15,2011
2007047,1003942,2020-10-15,2004
2007048,1003943,2020-10-15,2015
2007049,1003944,2020-10-15,2011
2007050,1003945,2020-10-15,2011
2007051,1003946,2020-10-12,2011
2007052,1003947,2020-10-12,2015
2007053,1003948,2020-10-12,2015
2007054,1003949,2020-10-12,2015
2007055,1003950,2020-10-12,2015
2007056,1003951,2020-10-12,2015
2007057,1003952,2020-10-12,2012
2007058,1003953,2020-10-12,2012
2007059,1003954,2020-10-12,2015
2007060,1003955,2020-10-11,2011
2007061,1003956,2020-10-11,2011
2007062,1003957,2020-10-11,2011
2007063,1003958,2020-10-11,2011
2007064,1003959,2020-10-11,2015
2007065,1003960,2020-10-11,2015
2007066,1003961,2020-10-11,2012
2007067,1003962,2020-10-11,2015
2007068,1003963,2020-10-11,2015
2007069,1003964,2020-10-11,2004
2007070,1003965,2020-10-11,2015
2007071,1003966,2020-10-11,2014
2007072,1003967,2020-10-11,2006
2007073,1003968,2020-10-11,2006
2007074,1003969,2020-10-11,2012
2007075,1003970,2020-10-11,2011
2007076,1003971,2020-10-11,2015
2007077,1003972,2020-10-11,2015
2007078,1003973,2020-10-11,2015
2007079,1003974,2020-10-11,2012
2007080,1003975,2020-10-11,2011
2007081,1003976,2020-10-11,2011
2007082,1003977,2020-10-11,2011
2007083,1003978,2020-10-11,2015
2007084,1003979,2020-10-11,2002
2007085,1003980,2020-10-11,2006
2007086,1003981,2020-10-11,2012
2007087,1003982,2020-10-11,2012
2007088,1003983,2020-10-11,2012
2007089,1003984,2020-10-11,2012
2007090,1003985,2020-10-11,2015
2007091,1003986,2020-10-11,2015
2007092,1003987,2020-10-11,2006
2007093,1003988,2020-10-11,2012
2007094,1003989,2020-10-11,2012
2007095,1003990,2020-10-11,2012
2007096,1003991,2020-10-11,2015
2007097,1003992,2020-10-11,2015
2007098,1003993,2020-10-11,2015
2007099,1003994,2020-10-11,2012
2007100,1003995,2020-10-11,2012
2007101,1003996,2020-10-11,2015
2007102,1003997,2020-10-11,2012
2007103,1003998,2020-10-11,2012
2007104,1003999,2020-10-11,2012
2007105,1004000,2020-10-11,2015
2007106,1004001,2020-10-11,2015
2007107,1004002,2020-10-11,2012
2007108,1004003,2020-10-11,2012
2007109,1004004,2020-10-11,2012
2007110,1004005,2020-10-11,2012
2007111,1004006,2020-10-11,2012
2007112,1004007,2020-10-11,2007
2007113,1004008,2020-10-11,2007
2007114,1004009,2020-10-11,2012
2007115,1004010,2020-10-11,2012
2007116,1004011,2020-10-11,2015
2007117,1004012,2020-10-11,2012
2007118,1004013,2020-10-11,2012
2007119,1004014,2020-10-11,2012
2007120,1004015,2020-10-11,2012
2007121,1004016,2020-10-11,2012
2007122,1004017,2020-10-11,2012
2007123,1004018,2020-10-11,2015
2007124,1004019,2020-10-11,2012
2007125,1004020,2020-10-11,2015
2007126,1004021,2020-10-11,2015
2007127,1004022,2020-10-11,2008
2007128,1004023,2020-10-11,2012
2007129,1004024,2020-10-11,2012
2007130,1004025,2020-10-11,2012
2007131,1004026,2020-10-11,2012
2007132,1004027,2020-10-11,2012
2007133,1004028,2020-10-11,2012
2007134,1004029,2020-10-11,2012
2007135,1004030,2020-10-11,2012
2007136,1004031,2020-10-11,2012
2007137,1004032,2020-10-11,2015
2007138,1004033,2020-10-11,2008
2007139,1004034,2020-10-07,2012
2007140,1004035,2020-10-07,2002
2007141,1004036,2020-10-07,2012
2007142,1004037,2020-10-07,2012
2007143,1004038,2020-10-07,2001
2007144,1004039,2020-10-07,2015
2007145,1004040,2020-10-07,2015
2007146,1004041,2020-10-07,2003
2007147,1004042,2020-10-07,2001
2007148,1004043,2020-10-07,2012
2007149,1004044,2020-10-07,2012
2007150,1004045,2020-10-07,2008
2007151,1004046,2020-10-07,2008
2007152,1004047,2020-10-07,2008
2007153,1004048,2020-10-07,2008
2007154,1004049,2020-10-07,2012
2007155,1004050,2020-10-07,2012
2007156,1004051,2020-10-07,2002
2007157,1004052,2020-10-07,2012
2007158,1004053,2020-10-07,2012
2007159,1004054,2020-10-07,2001
2007160,1004055,2020-10-07,2001
2007161,1004056,2020-10-07,2001
2007162,1004057,2020-10-07,2001
2007163,1004058,2020-10-07,2008
2007164,1004059,2020-10-07,2001
2007165,1004060,2020-10-07,2001
2007166,1004061,2020-10-06,2013
2007167,1004062,2020-10-06,2013
2007168,1004063,2020-10-06,2012
2007169,1004064,2020-10-06,2012
2007170,1004065,2020-10-06,2003
2007171,1004066,2020-10-06,2002
2007172,1004067,2020-10-06,2002
2007173,1004068,2020-10-06,2001
2007174,1004069,2020-10-02,2001
2007175,1004070,2020-10-02,2009
2007176,1004071,2020-10-02,2012
2007177,1004072,2020-10-02,2005
2007178,1004073,2020-10-02,2005
2007179,1004074,2020-10-02,2002
2007180,1004075,2020-10-02,2009
2007181,1004076,2020-10-02,2012
2007182,1004077,2020-10-02,2002
2007183,1004078,2020-10-01,2002
2007184,1004079,2020-10-01,2012
2007185,1004080,2020-10-01,2009
2007186,1004081,2020-10-01,2001
2007187,1004082,2020-10-01,2001
2007188,1004083,2020-10-01,2002
2007189,1004084,2020-10-01,2002
2007190,1004085,2020-10-01,2002
2007191,1004086,2020-10-01,2009
2007192,1004087,2020-10-01,2012
2007193,1004088,2020-10-01,2012
2007194,1004089,2020-10-01,2002
2007195,1004090,2020-10-01,2002
2007196,1004091,2020-10-01,2002
2007197,1004092,2020-10-01,2012
2007198,1004093,2020-10-01,2012
2007199,1004094,2020-10-01,2012
