mem_no,gender,age,addr,join_date
1003710,man,51,Seoul,2020-12-08
1003711,man,62,Busan,2020-12-08
1003712,man,51,Seoul,2020-12-08
1003713,man,60,Busan,2020-12-08
1003714,women,49,Incheon,2020-12-08
1003715,women,40,Incheon,2020-12-08
1003716,women,40,Daegu,2020-12-08
1003717,women,55,Incheon,2020-12-05
1003718,women,54,Incheon,2020-12-05
1003719,women,50,Incheon,2020-12-05
1003720,women,40,Incheon,2020-12-05
1003721,women,40,Incheon,2020-12-05
1003722,women,44,Incheon,2020-12-05
1003723,women,44,Incheon,2020-12-05
1003724,man,40,Incheon,2020-12-05
1003725,women,44,Incheon,2020-12-05
1003726,women,51,Gyeonggi,2020-10-30
1003727,women,61,Jeju,2020-10-30
1003728,women,54,Gyeonggi,2020-10-30
1003729,women,62,Jeju,2020-10-30
1003730,women,50,Gyeonggi,2020-10-30
1003731,women,61,Jeju,2020-10-30
1003732,women,54,Gyeonggi,2020-10-30
1003733,women,62,Jeju,2020-10-30
1003734,women,50,Gyeonggi,2020-10-30
1003735,women,62,Jeju,2020-10-30
1003736,man,54,Incheon,2020-10-30
1003737,man,50,Incheon,2020-10-30
1003738,man,44,Incheon,2020-10-30
1003739,women,60,Jeju,2020-10-30
1003740,women,43,Gyeonggi,2020-10-30
1003741,women,60,Jeju,2020-10-30
1003742,women,42,Gyeonggi,2020-10-30
1003743,women,60,Jeju,2020-10-30
1003744,women,41,Gyeonggi,2020-10-30
1003745,women,60,Jeju,2020-10-30
1003746,women,40,Gyeonggi,2020-10-30
1003747,women,60,Jeju,2020-10-30
1003748,man,40,Incheon,2020-10-30
1003749,man,44,Incheon,2020-10-30
1003750,women,48,Gyeonggi,2020-10-30
1003751,women,62,Jeju,2020-10-30
1003752,women,40,Gyeonggi,2020-10-30
1003753,women,60,Jeju,2020-10-30
1003754,women,44,Gyeonggi,2020-10-30
1003755,women,64,Jeju,2020-10-30
1003756,women,49,Gyeonggi,2020-10-30
1003757,women,60,Jeju,2020-10-30
1003758,man,44,Incheon,2020-10-30
1003759,man,50,Gangwon,2020-10-27
1003760,man,60,Daejeon,2020-10-27
1003761,man,54,Gangwon,2020-10-27
1003762,man,65,Daejeon,2020-10-27
1003763,man,50,Gangwon,2020-10-27
1003764,man,62,Daejeon,2020-10-27
1003765,man,54,Gangwon,2020-10-27
1003766,man,65,Daejeon,2020-10-27
1003767,man,50,Gangwon,2020-10-27
1003768,man,64,Daejeon,2020-10-27
1003769,man,64,Daejeon,2020-10-27
1003770,man,44,Gangwon,2020-10-27
1003771,man,64,Daejeon,2020-10-27
1003772,man,40,Gangwon,2020-10-27
1003773,man,63,Daejeon,2020-10-27
1003774,man,48,Gangwon,2020-10-27
1003775,man,62,Daejeon,2020-10-27
1003776,man,49,Gangwon,2020-10-27
1003777,man,61,Daejeon,2020-10-27
1003778,man,49,Gangwon,2020-10-27
1003779,man,64,Daejeon,2020-10-27
1003780,man,44,Gangwon,2020-10-27
1003781,man,60,Daejeon,2020-10-27
1003782,man,44,Gangwon,2020-10-27
1003783,man,61,Daejeon,2020-10-27
1003784,man,40,Gangwon,2020-10-27
1003785,man,62,Daejeon,2020-10-27
1003786,man,50,Gwangju,2020-10-26
1003787,man,50,Incheon,2020-10-26
1003788,man,54,Gwangju,2020-10-26
1003789,man,50,Gwangju,2020-10-26
1003790,man,53,Gwangju,2020-10-26
1003791,man,52,Gwangju,2020-10-26
1003792,man,51,Gwangju,2020-10-26
1003793,man,54,Gwangju,2020-10-26
1003794,man,50,Gwangju,2020-10-26
1003795,man,33,Gwangju,2020-10-24
1003796,man,32,Gwangju,2020-10-24
1003797,man,32,Gwangju,2020-10-24
1003798,man,33,Gwangju,2020-10-24
1003799,man,32,Gwangju,2020-10-24
1003800,man,31,Gwangju,2020-10-24
1003801,man,31,Gwangju,2020-10-24
1003802,man,30,Gwangju,2020-10-24
1003803,women,40,Daegu,2020-10-24
1003804,man,33,Daegu,2020-10-23
1003805,man,50,Busan,2020-10-23
1003806,man,60,Daegu,2020-10-23
1003807,man,51,Busan,2020-10-23
1003808,man,60,Daegu,2020-10-23
1003809,man,50,Busan,2020-10-23
1003810,man,65,Daegu,2020-10-23
1003811,man,51,Busan,2020-10-23
1003812,man,68,Daegu,2020-10-23
1003813,man,50,Busan,2020-10-23
1003814,man,64,Daegu,2020-10-23
1003815,man,33,Daegu,2020-10-23
1003816,man,33,Daegu,2020-10-23
1003817,man,30,Daegu,2020-10-23
1003818,man,60,Daegu,2020-10-23
1003819,man,40,Busan,2020-10-23
1003820,man,60,Daegu,2020-10-23
1003821,man,40,Busan,2020-10-23
1003822,man,65,Daegu,2020-10-23
1003823,man,44,Busan,2020-10-23
1003824,man,66,Daegu,2020-10-23
1003825,man,44,Busan,2020-10-23
1003826,man,60,Daegu,2020-10-23
1003827,man,30,Daegu,2020-10-23
1003828,man,33,Daegu,2020-10-23
1003829,man,40,Busan,2020-10-23
1003830,man,64,Daegu,2020-10-23
1003831,man,44,Busan,2020-10-23
1003832,man,60,Daegu,2020-10-23
1003833,man,40,Busan,2020-10-23
1003834,man,62,Daegu,2020-10-23
1003835,man,40,Busan,2020-10-23
1003836,man,64,Daegu,2020-10-23
1003837,man,32,Daegu,2020-10-23
1003838,man,31,Daegu,2020-10-23
1003839,women,40,Daegu,2020-10-23
1003840,man,30,Daejeon,2020-10-22
1003841,man,33,Daejeon,2020-10-22
1003842,man,39,Daejeon,2020-10-22
1003843,man,33,Daejeon,2020-10-22
1003844,man,30,Daejeon,2020-10-22
1003845,man,38,Daejeon,2020-10-22
1003846,man,33,Daejeon,2020-10-22
1003847,man,32,Daejeon,2020-10-22
1003848,women,40,Daegu,2020-10-22
1003849,women,30,Jeju,2020-10-21
1003850,man,59,Incheon,2020-10-21
1003851,women,33,Jeju,2020-10-21
1003852,man,52,Incheon,2020-10-21
1003853,women,38,Jeju,2020-10-21
1003854,man,50,Incheon,2020-10-21
1003855,women,39,Jeju,2020-10-21
1003856,man,50,Incheon,2020-10-21
1003857,women,30,Jeju,2020-10-21
1003858,man,50,Incheon,2020-10-21
1003859,women,30,Jeju,2020-10-21
1003860,man,55,Incheon,2020-10-21
1003861,women,33,Jeju,2020-10-21
1003862,man,54,Incheon,2020-10-21
1003863,women,33,Jeju,2020-10-21
1003864,man,50,Incheon,2020-10-21
1003865,man,40,Seoul,2020-10-21
1003866,women,31,Daegu,2020-10-20
1003867,women,30,Daegu,2020-10-20
1003868,women,30,Daegu,2020-10-20
1003869,women,30,Daegu,2020-10-20
1003870,women,30,Daegu,2020-10-20
1003871,women,30,Daegu,2020-10-20
1003872,women,39,Daegu,2020-10-20
1003873,women,33,Daegu,2020-10-20
1003874,man,40,Seoul,2020-10-20
1003875,man,22,Daejeon,2020-10-19
1003876,man,55,Daejeon,2020-10-19
1003877,man,60,Gwangju,2020-10-19
1003878,man,51,Daejeon,2020-10-19
1003879,man,65,Gwangju,2020-10-19
1003880,man,50,Daejeon,2020-10-19
1003881,man,60,Gwangju,2020-10-19
1003882,man,51,Daejeon,2020-10-19
1003883,man,68,Gwangju,2020-10-19
1003884,man,50,Daejeon,2020-10-19
1003885,man,61,Gwangju,2020-10-19
1003886,man,20,Daejeon,2020-10-19
1003887,man,20,Daejeon,2020-10-19
1003888,man,23,Daejeon,2020-10-19
1003889,man,68,Gwangju,2020-10-19
1003890,man,40,Daejeon,2020-10-19
1003891,man,69,Gwangju,2020-10-19
1003892,man,48,Daejeon,2020-10-19
1003893,man,60,Gwangju,2020-10-19
1003894,man,49,Daejeon,2020-10-19
1003895,man,60,Gwangju,2020-10-19
1003896,man,43,Daejeon,2020-10-19
1003897,man,65,Gwangju,2020-10-19
1003898,man,24,Daejeon,2020-10-19
1003899,man,20,Daejeon,2020-10-19
1003900,man,40,Daejeon,2020-10-19
1003901,man,61,Gwangju,2020-10-19
1003902,man,43,Daejeon,2020-10-19
1003903,man,60,Gwangju,2020-10-19
1003904,man,48,Daejeon,2020-10-19
1003905,man,64,Gwangju,2020-10-19
1003906,man,48,Daejeon,2020-10-19
1003907,man,64,Gwangju,2020-10-19
1003908,man,22,Daejeon,2020-10-19
1003909,man,20,Daejeon,2020-10-19
1003910,man,40,Seoul,2020-10-19
1003911,women,58,Incheon,2020-10-16
1003912,women,50,Incheon,2020-10-16
1003913,women,50,Incheon,2020-10-16
1003914,women,55,Incheon,2020-10-16
1003915,women,50,Incheon,2020-10-16
1003916,women,58,Incheon,2020-10-16
1003917,women,50,Incheon,2020-10-16
1003918,women,50,Incheon,2020-10-16
1003919,women,55,Jeju,2020-10-15
1003920,women,60,Incheon,2020-10-15
1003921,women,52,Jeju,2020-10-15
1003922,women,68,Incheon,2020-10-15
1003923,women,50,Jeju,2020-10-15
1003924,women,65,Incheon,2020-10-15
1003925,women,52,Jeju,2020-10-15
1003926,women,60,Incheon,2020-10-15
1003927,women,50,Jeju,2020-10-15
1003928,women,61,Incheon,2020-10-15
1003929,women,66,Incheon,2020-10-15
1003930,women,42,Jeju,2020-10-15
1003931,women,64,Incheon,2020-10-15
1003932,women,41,Jeju,2020-10-15
1003933,women,64,Incheon,2020-10-15
1003934,women,40,Jeju,2020-10-15
1003935,women,63,Incheon,2020-10-15
1003936,women,40,Jeju,2020-10-15
1003937,women,62,Incheon,2020-10-15
1003938,women,44,Jeju,2020-10-15
1003939,women,61,Incheon,2020-10-15
1003940,women,42,Jeju,2020-10-15
1003941,women,62,Incheon,2020-10-15
1003942,women,49,Jeju,2020-10-15
1003943,women,64,Incheon,2020-10-15
1003944,women,49,Jeju,2020-10-15
1003945,women,61,Incheon,2020-10-15
1003946,women,29,Jeju,2020-10-12
1003947,women,20,Jeju,2020-10-12
1003948,women,20,Jeju,2020-10-12
1003949,women,21,Jeju,2020-10-12
1003950,women,28,Jeju,2020-10-12
1003951,women,29,Jeju,2020-10-12
1003952,women,20,Jeju,2020-10-12
1003953,women,20,Jeju,2020-10-12
1003954,man,40,Seoul,2020-10-12
1003955,man,50,Daejeon,2020-10-11
1003956,women,38,Gyeonggi,2020-10-11
1003957,women,50,Incheon,2020-10-11
1003958,man,50,Daejeon,2020-10-11
1003959,women,29,Gwangju,2020-10-11
1003960,man,65,Incheon,2020-10-11
1003961,women,68,Seoul,2020-10-11
1003962,man,50,Daejeon,2020-10-11
1003963,women,22,Gwangju,2020-10-11
1003964,man,68,Incheon,2020-10-11
1003965,women,69,Seoul,2020-10-11
1003966,man,50,Daejeon,2020-10-11
1003967,women,22,Gwangju,2020-10-11
1003968,man,68,Incheon,2020-10-11
1003969,women,60,Seoul,2020-10-11
1003970,man,50,Daejeon,2020-10-11
1003971,women,20,Gwangju,2020-10-11
1003972,man,69,Incheon,2020-10-11
1003973,women,61,Seoul,2020-10-11
1003974,man,50,Daejeon,2020-10-11
1003975,women,22,Gwangju,2020-10-11
1003976,man,62,Incheon,2020-10-11
1003977,women,60,Seoul,2020-10-11
1003978,man,51,Daejeon,2020-10-11
1003979,women,30,Gyeonggi,2020-10-11
1003980,women,50,Incheon,2020-10-11
1003981,man,52,Daejeon,2020-10-11
1003982,women,30,Gyeonggi,2020-10-11
1003983,women,50,Incheon,2020-10-11
1003984,women,30,Gyeonggi,2020-10-11
1003985,women,59,Incheon,2020-10-11
1003986,man,61,Incheon,2020-10-11
1003987,man,44,Daejeon,2020-10-11
1003988,man,60,Incheon,2020-10-11
1003989,man,44,Daejeon,2020-10-11
1003990,man,60,Incheon,2020-10-11
1003991,man,40,Daejeon,2020-10-11
1003992,man,65,Incheon,2020-10-11
1003993,man,48,Daejeon,2020-10-11
1003994,man,66,Incheon,2020-10-11
1003995,women,33,Gyeonggi,2020-10-11
1003996,women,50,Incheon,2020-10-11
1003997,women,33,Gyeonggi,2020-10-11
1003998,women,50,Incheon,2020-10-11
1003999,man,49,Daejeon,2020-10-11
1004000,women,60,Seoul,2020-10-11
1004001,women,22,Gwangju,2020-10-11
1004002,women,60,Seoul,2020-10-11
1004003,women,22,Gwangju,2020-10-11
1004004,women,60,Seoul,2020-10-11
1004005,women,22,Gwangju,2020-10-11
1004006,women,60,Seoul,2020-10-11
1004007,women,21,Gwangju,2020-10-11
1004008,women,64,Seoul,2020-10-11
1004009,man,40,Daejeon,2020-10-11
1004010,man,40,Daejeon,2020-10-11
1004011,man,44,Daejeon,2020-10-11
1004012,women,28,Gwangju,2020-10-11
1004013,man,62,Incheon,2020-10-11
1004014,women,60,Seoul,2020-10-11
1004015,man,41,Daejeon,2020-10-11
1004016,women,20,Gwangju,2020-10-11
1004017,man,64,Incheon,2020-10-11
1004018,women,61,Seoul,2020-10-11
1004019,man,40,Daejeon,2020-10-11
1004020,women,21,Gwangju,2020-10-11
1004021,man,61,Incheon,2020-10-11
1004022,women,62,Seoul,2020-10-11
1004023,man,44,Daejeon,2020-10-11
1004024,women,28,Gwangju,2020-10-11
1004025,man,62,Incheon,2020-10-11
1004026,women,64,Seoul,2020-10-11
1004027,man,48,Daejeon,2020-10-11
1004028,women,30,Gyeonggi,2020-10-11
1004029,women,50,Incheon,2020-10-11
1004030,man,41,Daejeon,2020-10-11
1004031,women,33,Gyeonggi,2020-10-11
1004032,women,50,Incheon,2020-10-11
1004033,man,40,Seoul,2020-10-11
1004034,women,28,Daegu,2020-10-07
1004035,women,67,Incheon,2020-10-07
1004036,women,22,Daegu,2020-10-07
1004037,women,60,Incheon,2020-10-07
1004038,women,20,Daegu,2020-10-07
1004039,women,68,Incheon,2020-10-07
1004040,women,20,Daegu,2020-10-07
1004041,women,61,Incheon,2020-10-07
1004042,women,29,Daegu,2020-10-07
1004043,women,60,Incheon,2020-10-07
1004044,women,60,Incheon,2020-10-07
1004045,women,22,Daegu,2020-10-07
1004046,women,68,Incheon,2020-10-07
1004047,women,22,Daegu,2020-10-07
1004048,women,69,Incheon,2020-10-07
1004049,women,22,Daegu,2020-10-07
1004050,women,60,Incheon,2020-10-07
1004051,women,22,Daegu,2020-10-07
1004052,women,60,Incheon,2020-10-07
1004053,women,20,Daegu,2020-10-07
1004054,women,60,Incheon,2020-10-07
1004055,women,20,Daegu,2020-10-07
1004056,women,64,Incheon,2020-10-07
1004057,women,22,Daegu,2020-10-07
1004058,women,61,Incheon,2020-10-07
1004059,women,20,Daegu,2020-10-07
1004060,women,64,Incheon,2020-10-07
1004061,man,55,Gwangju,2020-10-06
1004062,man,50,Gwangju,2020-10-06
1004063,man,50,Gwangju,2020-10-06
1004064,man,50,Gwangju,2020-10-06
1004065,man,50,Gwangju,2020-10-06
1004066,man,50,Gwangju,2020-10-06
1004067,man,50,Gwangju,2020-10-06
1004068,man,50,Gwangju,2020-10-06
1004069,man,50,Busan,2020-10-02
1004070,man,51,Busan,2020-10-02
1004071,man,51,Busan,2020-10-02
1004072,man,40,Busan,2020-10-02
1004073,man,40,Busan,2020-10-02
1004074,man,40,Busan,2020-10-02
1004075,man,40,Busan,2020-10-02
1004076,man,42,Busan,2020-10-02
1004077,man,41,Gyeonggi,2020-10-02
1004078,man,59,Gangwon,2020-10-01
1004079,women,55,Daegu,2020-10-01
1004080,man,54,Gangwon,2020-10-01
1004081,women,50,Daegu,2020-10-01
1004082,man,51,Gangwon,2020-10-01
1004083,women,52,Daegu,2020-10-01
1004084,man,40,Gangwon,2020-10-01
1004085,women,50,Daegu,2020-10-01
1004086,man,44,Gangwon,2020-10-01
1004087,women,54,Daegu,2020-10-01
1004088,man,44,Gangwon,2020-10-01
1004089,women,54,Daegu,2020-10-01
1004090,man,44,Gangwon,2020-10-01
1004091,women,50,Daegu,2020-10-01
1004092,man,43,Gangwon,2020-10-01
1004093,women,50,Daegu,2020-10-01
1004094,women,42,Gwangju,2020-10-01
1001584,man,55,Daejeon,2020-10-29
1001585,man,50,Jeju,2020-11-08
1001586,women,58,Daejeon,2020-11-20
1001587,man,59,Daegu,2020-10-28
1001588,women,54,Gwangju,2020-11-08
1001589,women,53,Incheon,2020-10-26
1001590,man,52,Incheon,2020-10-27
1001591,man,51,Incheon,2020-11-04
1001592,man,50,Seoul,2020-11-08
1001593,women,50,Gyeonggi,2020-11-15
1001594,man,55,Seoul,2020-10-24
1001595,women,50,Seoul,2020-11-03
1001596,women,58,Gyeonggi,2020-11-15
1001597,man,59,Gangwon,2020-10-23
1001598,man,50,Busan,2020-11-03
1001599,man,50,Daejeon,2020-10-22
1001600,women,29,Jeju,2020-10-23
1001601,man,22,Daejeon,2020-10-31
1001602,women,31,Daegu,2020-11-13
1001603,women,30,Jeju,2020-10-22
1001604,man,30,Daejeon,2020-11-02
1001605,man,33,Daegu,2020-10-19
1001606,man,33,Gwangju,2020-10-21
1001607,women,50,Incheon,2020-11-08
1001608,man,50,Incheon,2020-10-18
1001609,women,50,Incheon,2020-10-26
1001610,women,55,Gwangju,2020-10-18
1001611,man,55,Incheon,2020-10-31
1001612,man,50,Incheon,2020-10-17
1001613,man,58,Incheon,2020-10-16
1001614,women,59,Seoul,2020-10-23
1001615,man,50,Gyeonggi,2020-10-15
1001616,women,50,Seoul,2020-10-15
1001617,women,50,Seoul,2020-10-13
1001618,man,50,Gyeonggi,2020-10-15
1001619,man,54,Gangwon,2020-11-05
1001620,man,54,Busan,2020-10-16
1001621,women,50,Daejeon,2020-10-15
1001622,man,50,Jeju,2020-10-14
1001623,women,50,Daejeon,2020-10-13
1001624,women,54,Daegu,2020-10-22
1001625,man,54,Gwangju,2020-10-22
1001626,man,53,Incheon,2020-10-11
1001627,man,22,Incheon,2020-10-11
1001628,women,22,Incheon,2020-10-10
1001629,man,30,Seoul,2020-10-24
1001630,man,55,Daejeon,2020-10-27
1001631,man,50,Jeju,2020-10-27
1001632,women,58,Daejeon,2020-10-27
1001633,man,59,Daegu,2020-10-30
1001634,women,54,Gwangju,2020-10-05
1001635,women,53,Incheon,2020-10-11
1001636,man,52,Incheon,2020-10-11
1001637,man,51,Incheon,2020-10-07
1001638,man,50,Seoul,2020-10-06
1001639,women,50,Gyeonggi,2020-10-03
1001640,man,55,Seoul,2020-10-03
1001641,women,50,Seoul,2020-10-03
1001642,women,58,Gyeonggi,2020-10-03
1001643,man,59,Gangwon,2020-10-03
1001644,man,50,Busan,2021-03-29
1001645,man,50,Daejeon,2020-12-21
1001646,women,29,Jeju,2021-04-01
1001647,man,22,Daejeon,2020-12-09
1001648,women,31,Daegu,2020-12-07
1001649,women,30,Jeju,2021-01-04
1001650,man,30,Daejeon,2020-12-31
1001651,man,33,Daegu,2020-12-31
1001652,man,33,Gwangju,2021-01-17
1001653,women,50,Incheon,2021-01-09
1001654,man,50,Incheon,2021-01-09
1001655,women,50,Incheon,2021-01-09
1001656,women,55,Gwangju,2021-01-08
1001657,man,55,Incheon,2021-01-08
1001658,man,50,Incheon,2021-01-08
1001659,man,58,Incheon,2021-01-07
1001660,women,59,Seoul,2021-01-07
1001661,man,50,Gyeonggi,2020-12-31
1001662,women,50,Seoul,2021-01-04
1001663,women,50,Seoul,2020-12-29
1001664,man,50,Gyeonggi,2021-01-20
1001665,man,54,Gangwon,2021-01-12
1001666,man,54,Busan,2020-12-31
1001667,women,50,Daejeon,2020-12-24
1001668,man,50,Jeju,2021-01-01
1001669,women,50,Daejeon,2020-12-19
1001670,women,54,Daegu,2021-01-08
1001671,man,54,Gwangju,2021-01-01
1001672,man,53,Incheon,2021-01-01
1001673,man,22,Incheon,2020-12-30
1001674,women,22,Incheon,2021-02-15
1001675,man,30,Seoul,2021-02-16
1001676,man,55,Daejeon,2021-02-17
1001677,man,50,Jeju,2021-03-06
1001678,women,58,Daejeon,2021-02-19
1001679,man,59,Daegu,2021-02-20
1001680,women,54,Gwangju,2021-02-21
1001681,women,53,Incheon,2021-03-12
1001682,man,52,Incheon,2021-02-19
1001683,man,51,Incheon,2021-03-16
1001684,man,50,Seoul,2021-02-05
1001685,women,50,Gyeonggi,2021-03-18
1001686,man,55,Seoul,2021-02-23
1001687,women,50,Seoul,2021-03-20
1001688,women,58,Gyeonggi,2021-02-09
1001689,man,59,Gangwon,2021-03-02
1001690,man,50,Busan,2021-03-01
1001691,man,50,Daejeon,2021-03-02
1001692,women,29,Jeju,2021-03-03
1001693,man,22,Daejeon,2021-03-04
1001694,women,31,Daegu,2021-02-15
1001695,women,30,Jeju,2021-03-08
1001696,man,30,Daejeon,2021-03-17
1001697,man,33,Daegu,2021-03-17
1001698,man,33,Gwangju,2021-03-17
1001699,women,50,Incheon,2021-03-19
1001700,man,50,Incheon,2021-03-07
1001701,women,50,Incheon,2021-03-28
1001702,women,55,Gwangju,2021-03-23
1001703,man,55,Incheon,2021-03-31
1001704,man,50,Incheon,2021-03-16
1001705,man,58,Incheon,2021-03-13
1001706,women,59,Seoul,2021-03-13
1001707,man,50,Gyeonggi,2021-03-13
1001708,women,50,Seoul,2021-03-15
1001709,women,50,Seoul,2021-03-16
1001710,man,50,Gyeonggi,2021-04-10
1001711,man,54,Gangwon,2021-03-23
1001712,man,54,Busan,2021-03-31
1001713,women,50,Daejeon,2021-03-16
1001714,man,50,Jeju,2021-03-13
1001715,women,50,Daejeon,2021-03-13
1001716,women,54,Daegu,2021-03-13
1001717,man,54,Gwangju,2021-03-11
1001718,man,53,Incheon,2021-03-12
1001719,man,22,Incheon,2021-04-06
1001720,women,22,Incheon,2021-03-19
1001721,man,30,Seoul,2021-03-27
1001722,man,55,Daejeon,2021-03-12
1001723,man,50,Jeju,2021-03-09
1001724,women,58,Daejeon,2021-03-09
1001725,man,59,Daegu,2021-03-09
1001726,women,54,Gwangju,2021-03-10
1001727,women,53,Incheon,2021-03-11
1001728,man,52,Incheon,2021-04-05
1001729,man,51,Incheon,2021-03-16
1001730,man,50,Seoul,2021-03-24
1001731,women,50,Gyeonggi,2021-03-09
1001732,man,55,Seoul,2021-03-03
1001733,women,50,Seoul,2021-01-29
1001734,women,58,Gyeonggi,2021-02-07
1001735,man,59,Gangwon,2021-02-16
1001736,man,50,Busan,2021-01-27
1001737,man,50,Daejeon,2021-02-14
1001738,women,29,Jeju,2021-02-22
1001739,man,22,Daejeon,2021-03-05
1001740,women,31,Daegu,2021-03-08
1001741,women,30,Jeju,2021-03-05
1001742,man,30,Daejeon,2021-03-05
1001743,man,33,Daegu,2021-03-05
1001744,man,33,Gwangju,2021-03-06
1001745,women,50,Incheon,2021-03-07
1001746,man,50,Incheon,2021-04-01
1001747,women,50,Incheon,2021-03-13
1001748,women,55,Gwangju,2021-03-21
1001749,man,55,Incheon,2021-03-06
1001750,man,50,Incheon,2021-03-03
1001751,man,58,Incheon,2021-03-03
1001752,women,59,Seoul,2021-03-03
1001753,man,50,Gyeonggi,2021-03-04
1001754,women,50,Seoul,2021-03-05
1001755,women,50,Seoul,2021-03-30
1001756,man,50,Gyeonggi,2021-03-11
1001757,man,54,Gangwon,2021-03-19
1001758,man,54,Busan,2021-03-04
1001759,women,50,Daejeon,2021-03-01
1001760,man,50,Jeju,2021-03-01
1001761,women,50,Daejeon,2021-03-01
1001762,women,54,Daegu,2021-03-03
1001763,man,54,Gwangju,2021-03-04
1001764,man,53,Incheon,2021-03-29
1001765,man,22,Incheon,2021-03-11
1001766,women,22,Incheon,2021-03-19
1001767,man,30,Seoul,2021-03-04
1001768,man,55,Daejeon,2021-02-26
1001769,man,50,Jeju,2021-02-26
1001770,women,58,Daejeon,2021-02-26
1001771,man,59,Daegu,2021-02-28
1001772,women,54,Gwangju,2021-03-01
1001773,women,53,Incheon,2021-03-26
1001774,man,52,Incheon,2021-03-07
1001775,man,51,Incheon,2021-03-15
1001776,man,50,Seoul,2021-02-28
1001777,women,50,Gyeonggi,2021-02-25
1001778,man,55,Seoul,2021-02-25
1001779,women,50,Seoul,2021-02-25
1001780,women,58,Gyeonggi,2021-02-27
1001781,man,59,Gangwon,2021-02-28
1001782,man,50,Busan,2021-03-25
1001783,man,50,Daejeon,2021-03-06
1001784,women,29,Jeju,2021-03-14
1001785,man,22,Daejeon,2021-02-27
1001786,women,31,Daegu,2021-02-22
1001787,women,30,Jeju,2021-02-22
1001788,man,30,Daejeon,2021-02-22
1001789,man,33,Daegu,2021-02-23
1001790,man,33,Gwangju,2021-02-24
1001791,women,50,Incheon,2021-03-21
1001792,man,50,Incheon,2021-03-03
1001793,women,50,Incheon,2021-03-11
1001794,women,55,Gwangju,2021-02-24
1001795,man,55,Incheon,2021-02-21
1001796,man,50,Incheon,2021-02-21
1001797,man,58,Incheon,2021-02-21
1001798,women,59,Seoul,2021-02-23
1001799,man,50,Gyeonggi,2021-02-24
1001800,women,50,Seoul,2021-03-21
1001801,women,50,Seoul,2021-03-02
1001802,man,50,Gyeonggi,2021-03-10
1001803,man,54,Gangwon,2021-02-23
1001804,man,54,Busan,2021-02-18
1001805,women,50,Daejeon,2021-02-18
1001806,man,50,Jeju,2021-02-18
1001807,women,50,Daejeon,2021-02-19
1001808,women,54,Daegu,2021-02-20
1001809,man,54,Gwangju,2021-03-17
1001810,man,53,Incheon,2021-02-27
1001811,man,22,Incheon,2021-03-07
1001812,women,22,Incheon,2021-02-20
1001813,man,30,Seoul,2021-02-17
1001814,man,55,Daejeon,2021-02-17
1001815,man,50,Jeju,2021-02-17
1001816,women,58,Daejeon,2021-02-18
1001817,man,59,Daegu,2021-02-19
1001818,women,54,Gwangju,2021-03-16
1001819,women,53,Incheon,2021-02-26
1001820,man,52,Incheon,2021-03-06
1001821,man,51,Incheon,2021-02-19
1001822,man,50,Seoul,2021-02-14
1001823,women,50,Gyeonggi,2021-02-14
1001824,man,55,Seoul,2021-02-14
1001825,women,50,Seoul,2021-02-16
1001826,women,58,Gyeonggi,2021-02-17
1001827,man,59,Gangwon,2021-03-14
1001828,man,50,Busan,2021-02-23
1001829,man,50,Daejeon,2021-03-03
1001830,women,29,Jeju,2021-02-16
1001831,man,22,Daejeon,2021-02-12
1001832,women,31,Daegu,2021-02-12
1001833,women,30,Jeju,2021-02-12
1001834,man,30,Daejeon,2021-02-13
1001835,man,33,Daegu,2021-02-14
1001836,man,33,Gwangju,2021-03-11
1001837,women,50,Incheon,2021-02-21
1001838,man,50,Incheon,2021-03-01
1001839,women,50,Incheon,2021-02-14
1001840,women,55,Gwangju,2021-02-11
1001841,man,55,Incheon,2021-02-11
1001842,man,50,Incheon,2021-02-11
1001843,man,58,Incheon,2021-02-12
1001844,women,59,Seoul,2021-02-13
1001845,man,50,Gyeonggi,2021-03-10
1001846,women,50,Seoul,2021-02-19
1001847,women,50,Seoul,2021-02-27
1001848,man,50,Gyeonggi,2021-02-12
1001849,man,54,Gangwon,2021-02-08
1001850,man,54,Busan,2021-02-08
1001851,women,50,Daejeon,2021-02-08
1001852,man,50,Jeju,2021-02-09
1001853,women,50,Daejeon,2021-02-10
1001854,women,54,Daegu,2021-03-07
1001855,man,54,Gwangju,2021-02-16
1001856,man,53,Incheon,2021-02-24
1001857,man,22,Incheon,2021-02-09
1001858,women,22,Incheon,2021-02-05
1001859,man,30,Seoul,2021-02-05
1001860,man,55,Daejeon,2021-02-05
1001861,man,50,Jeju,2021-02-05
1001862,women,58,Daejeon,2021-02-06
1001863,man,59,Daegu,2021-03-03
1001864,women,54,Gwangju,2021-02-11
1001865,women,53,Incheon,2021-02-19
1001866,man,52,Incheon,2021-02-04
1001867,man,51,Incheon,2021-02-01
1001868,man,50,Seoul,2021-02-01
1001869,women,50,Gyeonggi,2021-02-01
1001870,man,55,Seoul,2021-02-01
1001871,women,50,Seoul,2021-02-02
1001872,women,58,Gyeonggi,2021-02-02
1001873,man,59,Gangwon,2021-01-31
1001874,man,50,Busan,2021-01-31
1001875,man,50,Daejeon,2021-01-31
1001876,women,29,Jeju,2021-01-30
1001877,man,22,Daejeon,2021-01-30
1001878,women,31,Daegu,2021-01-30
1001879,women,30,Jeju,2021-01-29
1001880,man,30,Daejeon,2021-01-29
